Sample File	G:\Shared drives\EARL\STUDENTS\Patricia\2020\CCNC Internal Mixtures\Mixing Tube Experiments\Overnights\AS to Sucrose\sucrose only pre mixing.S80							
Classifier Model	3080							
DMA Model	3081							
DMA Inner Radius(cm)	0.00937							
DMA Outer Radius(cm)	0.01961							
DMA Characteristic Length(cm)	0.44369							
CPC Model	3776 Low Flow							
Reference Gas Viscosity (Pa*s)	1.83E-05							
Reference Mean Free Path (m)	6.73E-08							
Reference Gas Temperature (K)	296.15							
Reference Gas Pressure (kPa)	101.3							
Channels/Decade	64							
Multiple Charge Correction	FALSE							
Nanoparticle Aggregate Mobility Analysis	FALSE							
Diffusion Correction	FALSE							
Units	dw/dlogDp							
Weight	Number							
Sample #	1		2		3		4	
Date	10/6/21		10/6/21		10/6/21		10/6/21	
Start Time	18:10:45		18:13:03		18:15:18		18:17:33	
Diameter Midpoint								
113.2	237.031262	145	237.031262	130	237.031262	157	237.031262	130
113.3	237.964283	134	237.964283	141	237.964283	120	237.964283	109
113.4	238.900727	122	238.900727	142	238.900727	126	238.900727	133
113.5	239.842859	132	239.842859	109	239.842859	117	239.842859	117
113.6	240.789558	120	240.789558	138	240.789558	117	240.789558	112
113.7	241.740849	125	241.740849	128	241.740849	111	241.740849	114
113.8	242.696761	133	242.696761	122	242.696761	105	242.696761	110
113.9	243.65732	130	243.65732	133	243.65732	127	243.65732	126
114	244.622552	137	244.622552	125	244.622552	117	244.622552	106
114.1	245.592486	132	245.592486	98	245.592486	117	245.592486	117
114.2	246.567149	125	246.567149	116	246.567149	93	246.567149	111
114.3	247.546567	133	247.546567	113	247.546567	103	247.546567	124
114.4	248.53077	130	248.53077	116	248.53077	95	248.53077	121
114.5	249.519784	102	249.519784	102	249.519784	109	249.519784	100
114.6	250.513638	116	250.513638	119	250.513638	95	250.513638	92
114.7	251.51236	98	251.51236	117	251.51236	110	251.51236	103
114.8	252.515979	129	252.515979	81	252.515979	94	252.515979	99
114.9	253.524522	86	253.524522	104	253.524522	111	253.524522	95
115	254.53912	111	254.53912	116	254.53912	98	254.53912	105
115.1	255.557546	123	255.557546	96	255.557546	86	255.557546	88
115.2	256.580987	109	256.580987	87	256.580987	96	256.580987	85
115.3	257.609471	93	257.609471	102	257.609471	80	257.609471	99
115.4	258.643027	97	258.643027	96	258.643027	90	258.643027	84
115.5	259.681686	95	259.681686	109	259.681686	89	259.681686	88
115.6	260.725478	108	260.725478	74	260.725478	102	260.725478	89
115.7	261.774431	104	261.774431	93	261.774431	100	261.774431	90
115.8	262.828576	113	262.828576	87	262.828576	112	262.828576	80
115.9	263.887943	83	263.887943	92	263.887943	84	263.887943	88
116	264.952564	83	264.952564	75	264.952564	77	264.952564	87
116.1	266.022468	76	266.022468	101	266.022468	65	266.022468	75
116.2	267.097686	95	267.097686	83	267.097686	88	267.097686	88
116.3	268.17825	103	268.17825	81	268.17825	91	268.17825	90
116.4	269.26419	71	269.26419	75	269.26419	71	269.26419	70
116.5	270.355539	80	270.355539	72	270.355539	67	270.355539	76
116.6	271.451192	82	271.451192	93	271.451192	74	271.451192	71
116.7	272.55351	89	272.55351	77	272.55351	76	272.55351	70
116.8	273.661328	94	273.661328	76	273.661328	60	273.661328	75
116.9	274.77468	78	274.77468	68	274.77468	96	274.77468	62
117	275.893597	63	275.893597	68	275.893597	74	275.893597	70
117.1	277.018113	65	277.018113	75	277.018113	57	277.018113	57
117.2	278.148261	72	278.148261	63	278.148261	66	278.148261	63
117.3	279.284072	72	279.284072	57	279.284072	53	279.284072	77
117.4	280.425582	69	280.425582	68	280.425582	63	280.425582	58
117.5	281.572822	74	281.572822	70	281.572822	70	281.572822	63
117.6	282.725827	78	282.725827	63	282.725827	69	282.725827	66
117.7	283.884631	61	283.884631	61	283.884631	62	283.884631	53
117.8	285.049268	82	285.049268	87	285.049268	67	285.049268	41
117.9	286.219772	82	286.219772	75	286.219772	55	286.219772	57
118	287.396177	58	287.396177	61	287.396177	40	287.396177	54
118.1	288.578519	74	288.578519	54	288.578519	54	288.578519	55
118.2	289.766831	57	289.766831	53	289.766831	63	289.766831	54
118.3	290.962262	57	290.962262	55	290.962262	58	290.962262	50
118.4	292.16256	60	292.16256	48	292.16256	53	292.16256	46
118.5	293.368939	65	293.368939	58	293.368939	46	293.368939	50
118.6	294.581433	47	294.581433	57	294.581433	52	294.581433	46
118.7	295.800078	60	295.800078	53	295.800078	49	295.800078	42
118.8	297.024911	65	297.024911	47	297.024911	60	297.024911	58
118.9	298.255967	45	298.255967	58	298.255967	44	298.255967	44
119	299.493283	56	299.493283	62	299.493283	55	299.493283	45
119.1	300.736895	54	300.736895	45	300.736895	53	300.736895	53
119.2	301.986841	58	301.986841	44	301.986841	52	301.986841	39
119.3	303.243158	44	303.243158	49	303.243158	46	303.243158	36
119.4	304.505883	47	304.505883	46	304.505883	47	304.505883	39
119.5	305.775054	56	305.775054	37	305.775054	44	305.775054	39
119.6	307.050708	56	307.050708	41	307.050708	46	307.050708	40
119.7	308.332883	39	308.332883	37	308.332883	53	308.332883	44
119.8	309.620455	41	309.620455	28	309.620455	55	309.620455	39
119.9	310.915862	41	310.915862	39	310.915862	38	310.915862	38
120	312.217903	35	312.217903	47	312.217903	24	312.217903	35
120.1	313.526617	53	313.526617	34	313.526617	41	313.526617	29
120.2	314.842042	48	314.842042	38	314.842042	38	314.842042	42
120.3	316.164219	40	316.164219	44	316.164219	35	316.164219	39
120.4	317.493186	38	317.493186	37	317.493186	34	317.493186	33
120.5	318.828985	37	318.828985	41	318.828985	38	318.828985	39
120.6	320.171655	44	320.171655	32	320.171655	30	320.171655	39
120.7	321.521236	46	321.521236	24	321.521236	32	321.521236	36
120.8	322.87777	37	322.87777	38	322.87777	38	322.87777	36
120.9	324.241297	47	324.241297	31	324.241297	31	324.241297	41
121	325.611858	29	325.611858	27	325.611858	31	325.611858	20
121.1	326.989496	31	326.989496	37	326.989496	26	326.989496	29
121.2	328.375352	30	328.375352	32	328.375352	31	328.375352	29
121.3	329.767168	29	329.767168	29	329.767168	33	329.767168	29
121.4	331.16619	34	331.16619	29	331.16619	29	331.16619	25
121.5	332.572461	39	332.572461	22	332.572461	34	332.572461	32
121.6	333.986022	22	333.986022	36	333.986022	28	333.986022	25
121.7	335.406916	26	335.406916	29	335.406916	23	335.406916	29
121.8	336.835186	28	336.835186	32	336.835186	29	336.835186	24
121.9	338.270876	25	338.270876	32	338.270876	21	338.270876	22
122	339.714029	28	339.714029	30	339.714029	27	339.714029	32
122.1	341.163594	32	341.163594	26	341.163594	27	341.163594	31
122.2	342.621975	22	342.621975	23	342.621975	29	342.621975	15
122.3	344.087941	25	344.087941	25	344.087941	29	344.087941	18
122.4	345.561539	38	345.561539	23	345.561539	27	345.561539	19
122.5	347.042812	20	347.042812	22	347.042812	18	347.042812	19
122.6	348.532733	18	348.532733	15	348.532733	19	348.532733	23
122.7	350.029108	23	350.029108	29	350.029108	24	350.029108	24
122.8	351.532802	21	351.532802	25	351.532802	23	351.532802	17
122.9	353.045919	29	353.045919	22	353.045919	21	353.045919	21
123	354.565394	17	354.565394	25	354.565394	21	354.565394	21
123.1	356.093362	29	356.093362	18	356.093362	20	356.093362	25
123.2	357.629343	25	357.629343	30	357.629343	21	357.629343	14
123.3	359.174805	25	359.174805	18	359.174805	28	359.174805	23
123.4	360.727226	27	360.727226	31	360.727226	25	360.727226	22
123.5	362.287786	23	362.287786	30	362.287786	30	362.287786	31
123.6	363.856534	40	363.856534	35	363.856534	20	363.856534	32
123.7	365.433517	40	365.433517	30	365.433517	31	365.433517	38
123.8	367.018784	42	367.018784	27	367.018784	27	367.018784	31
123.9	368.612383	47	368.612383	48	368.612383	29	368.612383	38
124	370.214363	37	370.214363	45	370.214363	42	370.214363	57
124.1	371.824774	61	371.824774	60	371.824774	63	371.824774	54
124.2	373.443664	75	373.443664	72	373.443664	68	373.443664	71
124.3	375.071084	98	375.071084	78	375.071084	88	375.071084	95
124.4	376.707084	92	376.707084	98	376.707084	106	376.707084	103
124.5	378.350477	148	378.350477	129	378.350477	118	378.350477	109
124.6	380.003748	174	380.003748	155	380.003748	156	380.003748	142
124.7	381.665754	169	381.665754	177	381.665754	180	381.665754	146
124.8	383.336545	217	383.336545	213	383.336545	200	383.336545	190
124.9	385.016173	253	385.016173	232	385.016173	221	385.016173	221
125	386.704688	275	386.704688	303	386.704688	267	386.704688	266
125.1	388.402143	325	388.402143	302	388.402143	317	388.402143	276
125.2	390.108591	359	390.108591	353	390.108591	333	390.108591	321
125.3	391.824082	388	391.824082	348	391.824082	371	391.824082	343
125.4	393.548671	399	393.548671	413	393.548671	415	393.548671	364
125.5	395.28241	439	395.28241	444	395.28241	428	395.28241	377
125.6	397.025352	492	397.025352	411	397.025352	439	397.025352	454
125.7	398.777551	479	398.777551	453	398.777551	439	398.777551	442
125.8	400.539061	468	400.539061	473	400.539061	454	400.539061	489
125.9	402.309936	467	402.309936	499	402.309936	476	402.309936	469
126	404.090231	513	404.090231	484	404.090231	485	404.090231	481
126.1	405.88	451	405.88	491	405.88	499	405.88	490
126.2	407.679298	503	407.679298	479	407.679298	502	407.679298	470
126.3	409.488182	509	409.488182	463	409.488182	495	409.488182	454
126.4	411.306706	468	411.306706	455	411.306706	436	411.306706	444
126.5	413.134927	464	413.134927	418	413.134927	440	413.134927	420
126.6	414.972901	446	414.972901	425	414.972901	412	414.972901	403
126.7	416.820685	370	416.820685	403	416.820685	435	416.820685	404
126.8	418.678336	415	418.678336	358	418.678336	355	418.678336	372
126.9	420.545911	360	420.545911	360	420.545911	313	420.545911	341
127	422.423467	311	422.423467	317	422.423467	330	422.423467	339
127.1	424.311064	298	424.311064	316	424.311064	333	424.311064	314
127.2	426.208758	295	426.208758	275	426.208758	282	426.208758	286
127.3	428.116609	247	428.116609	260	428.116609	265	428.116609	245
127.4	430.034676	269	430.034676	247	430.034676	208	430.034676	240
127.5	431.963018	224	431.963018	217	431.963018	203	431.963018	207
127.6	433.901693	211	433.901693	183	433.901693	186	433.901693	198
127.7	435.850764	177	435.850764	167	435.850764	193	435.850764	178
127.8	437.810289	177	437.810289	171	437.810289	175	437.810289	155
127.9	439.780329	138	439.780329	155	439.780329	161	439.780329	137
128	441.760945	137	441.760945	131	441.760945	130	441.760945	106
128.1	443.752198	132	443.752198	127	443.752198	116	443.752198	113
128.2	445.754151	128	445.754151	119	445.754151	110	445.754151	105
128.3	447.766865	98	447.766865	102	447.766865	119	447.766865	108
128.4	449.790402	114	449.790402	111	449.790402	102	449.790402	122
128.5	451.824825	97	451.824825	100	451.824825	81	451.824825	92
128.6	453.870196	98	453.870196	97	453.870196	90	453.870196	71
128.7	455.92658	88	455.92658	83	455.92658	77	455.92658	82
128.8	457.994041	82	457.994041	69	457.994041	71	457.994041	74
128.9	460.072641	86	460.072641	69	460.072641	85	460.072641	71
129	462.163672	67	462.163672	67	462.163672	63	462.163672	68
129.1	464.264728	79	464.264728	69	464.264728	62	464.264728	49
129.2	466.377119	50	466.377119	71	466.377119	68	466.377119	67
129.3	468.50091	58	468.50091	59	468.50091	65	468.50091	53
129.4	470.636166	43	470.636166	60	470.636166	57	470.636166	58
129.5	472.782954	49	472.782954	62	472.782954	46	472.782954	47
129.6	474.94134	48	474.94134	50	474.94134	47	474.94134	47
129.7	477.111392	40	477.111392	52	477.111392	47	477.111392	46
129.8	479.293177	55	479.293177	46	479.293177	39	479.293177	51
129.9	481.486762	39	481.486762	34	481.486762	34	481.486762	37
130	483.692216	32	483.692216	39	483.692216	39	483.692216	44
130.1	485.909607	42	485.909607	30	485.909607	46	485.909607	34
130.2	488.139004	40	488.139004	40	488.139004	38	488.139004	32
130.3	490.380477	31	490.380477	41	490.380477	36	490.380477	42
130.4	492.634094	32	492.634094	29	492.634094	32	492.634094	38
130.5	494.899925	29	494.899925	28	494.899925	32	494.899925	29
130.6	497.178042	39	497.178042	26	497.178042	20	497.178042	23
130.7	499.468515	37	499.468515	17	499.468515	24	499.468515	25
130.8	501.771416	28	501.771416	25	501.771416	25	501.771416	26
130.9	504.086815	26	504.086815	32	504.086815	32	504.086815	23
131	506.414785	22	506.414785	18	506.414785	24	506.414785	18
131.1	508.755398	19	508.755398	18	508.755398	18	508.755398	22
131.2	511.108726	24	511.108726	23	511.108726	22	511.108726	28
131.3	513.474845	27	513.474845	21	513.474845	23	513.474845	20
131.4	515.853825	20	515.853825	25	515.853825	25	515.853825	32
131.5	518.245743	23	518.245743	22	518.245743	25	518.245743	25
131.6	520.650672	18	520.650672	17	520.650672	21	520.650672	20
131.7	523.068687	23	523.068687	18	523.068687	21	523.068687	10
131.8	525.499863	18	525.499863	15	525.499863	16	525.499863	12
131.9	527.944276	11	527.944276	21	527.944276	13	527.944276	21
132	530.402002	18	530.402002	22	530.402002	12	530.402002	18
132.1	532.873118	20	532.873118	18	532.873118	20	532.873118	22
132.2	535.3577	18	535.3577	18	535.3577	19	535.3577	11
132.3	537.855827	19	537.855827	16	537.855827	20	537.855827	17
132.4	540.367575	22	540.367575	13	540.367575	18	540.367575	13
132.5	542.893024	18	542.893024	14	542.893024	22	542.893024	17
132.6	545.432251	16	545.432251	11	545.432251	16	545.432251	12
132.7	547.985336	17	547.985336	8	547.985336	17	547.985336	14
132.8	550.552358	18	550.552358	11	550.552358	16	550.552358	14
132.9	553.133399	14	553.133399	10	553.133399	16	553.133399	14
133	555.728537	15	555.728537	16	555.728537	14	555.728537	17
133.1	558.337854	15	558.337854	11	558.337854	13	558.337854	16
133.2	560.961432	10	560.961432	12	560.961432	13	560.961432	14
133.3	563.599352	11	563.599352	11	563.599352	9	563.599352	16
133.4	566.251697	13	566.251697	14	566.251697	18	566.251697	13
133.5	568.918549	14	568.918549	10	568.918549	11	568.918549	13
133.6	571.599992	19	571.599992	11	571.599992	11	571.599992	11
133.7	574.296109	11	574.296109	10	574.296109	13	574.296109	8
133.8	577.006985	11	577.006985	10	577.006985	13	577.006985	13
133.9	579.732705	19	579.732705	16	579.732705	10	579.732705	13
134	582.473352	14	582.473352	9	582.473352	14	582.473352	11
134.1	585.229014	10	585.229014	8	585.229014	13	585.229014	8
134.2	587.999776	10	587.999776	10	587.999776	14	587.999776	9
134.3	590.785725	13	590.785725	8	590.785725	12	590.785725	7
134.4	593.586948	12	593.586948	8	593.586948	12	593.586948	15
134.5	596.403533	8	596.403533	9	596.403533	11	596.403533	8
134.6	599.235568	10	599.235568	10	599.235568	6	599.235568	13
134.7	602.08314	8	602.08314	8	602.08314	9	602.08314	7
134.8	604.946341	12	604.946341	8	604.946341	12	604.946341	11
134.9	607.825258	11	607.825258	7	607.825258	5	607.825258	7
135	610.719983	13	610.719983	7	610.719983	9	610.719983	11
Comment								
